Date,Year,Quarter,Month_Number,Month_Name,Month_Short,Week_Number,Day,Day_Name,Weekend,YearMonth,MonthYear
2024-11-07,2024,Q4,11,November,Nov,45,7,Thursday,False,2024-11,Nov-2024
2024-11-08,2024,Q4,11,November,Nov,45,8,Friday,False,2024-11,Nov-2024
2024-11-09,2024,Q4,11,November,Nov,45,9,Saturday,True,2024-11,Nov-2024
2024-11-10,2024,Q4,11,November,Nov,45,10,Sunday,True,2024-11,Nov-2024
2024-11-11,2024,Q4,11,November,Nov,46,11,Monday,False,2024-11,Nov-2024
2024-11-12,2024,Q4,11,November,Nov,46,12,Tuesday,False,2024-11,Nov-2024
2024-11-13,2024,Q4,11,November,Nov,46,13,Wednesday,False,2024-11,Nov-2024
2024-11-14,2024,Q4,11,November,Nov,46,14,Thursday,False,2024-11,Nov-2024
2024-11-15,2024,Q4,11,November,Nov,46,15,Friday,False,2024-11,Nov-2024
2024-11-16,2024,Q4,11,November,Nov,46,16,Saturday,True,2024-11,Nov-2024
2024-11-17,2024,Q4,11,November,Nov,46,17,Sunday,True,2024-11,Nov-2024
2024-11-18,2024,Q4,11,November,Nov,47,18,Monday,False,2024-11,Nov-2024
2024-11-19,2024,Q4,11,November,Nov,47,19,Tuesday,False,2024-11,Nov-2024
2024-11-20,2024,Q4,11,November,Nov,47,20,Wednesday,False,2024-11,Nov-2024
2024-11-21,2024,Q4,11,November,Nov,47,21,Thursday,False,2024-11,Nov-2024
2024-11-22,2024,Q4,11,November,Nov,47,22,Friday,False,2024-11,Nov-2024
2024-11-23,2024,Q4,11,November,Nov,47,23,Saturday,True,2024-11,Nov-2024
2024-11-24,2024,Q4,11,November,Nov,47,24,Sunday,True,2024-11,Nov-2024
2024-11-25,2024,Q4,11,November,Nov,48,25,Monday,False,2024-11,Nov-2024
2024-11-26,2024,Q4,11,November,Nov,48,26,Tuesday,False,2024-11,Nov-2024
2024-11-27,2024,Q4,11,November,Nov,48,27,Wednesday,False,2024-11,Nov-2024
2024-11-28,2024,Q4,11,November,Nov,48,28,Thursday,False,2024-11,Nov-2024
2024-11-29,2024,Q4,11,November,Nov,48,29,Friday,False,2024-11,Nov-2024
2024-11-30,2024,Q4,11,November,Nov,48,30,Saturday,True,2024-11,Nov-2024
2024-12-01,2024,Q4,12,December,Dec,48,1,Sunday,True,2024-12,Dec-2024
2024-12-02,2024,Q4,12,December,Dec,49,2,Monday,False,2024-12,Dec-2024
2024-12-03,2024,Q4,12,December,Dec,49,3,Tuesday,False,2024-12,Dec-2024
2024-12-04,2024,Q4,12,December,Dec,49,4,Wednesday,False,2024-12,Dec-2024
2024-12-05,2024,Q4,12,December,Dec,49,5,Thursday,False,2024-12,Dec-2024
2024-12-06,2024,Q4,12,December,Dec,49,6,Friday,False,2024-12,Dec-2024
2024-12-07,2024,Q4,12,December,Dec,49,7,Saturday,True,2024-12,Dec-2024
2024-12-08,2024,Q4,12,December,Dec,49,8,Sunday,True,2024-12,Dec-2024
2024-12-09,2024,Q4,12,December,Dec,50,9,Monday,False,2024-12,Dec-2024
2024-12-10,2024,Q4,12,December,Dec,50,10,Tuesday,False,2024-12,Dec-2024
2024-12-11,2024,Q4,12,December,Dec,50,11,Wednesday,False,2024-12,Dec-2024
2024-12-12,2024,Q4,12,December,Dec,50,12,Thursday,False,2024-12,Dec-2024
2024-12-13,2024,Q4,12,December,Dec,50,13,Friday,False,2024-12,Dec-2024
2024-12-14,2024,Q4,12,December,Dec,50,14,Saturday,True,2024-12,Dec-2024
2024-12-15,2024,Q4,12,December,Dec,50,15,Sunday,True,2024-12,Dec-2024
2024-12-16,2024,Q4,12,December,Dec,51,16,Monday,False,2024-12,Dec-2024
2024-12-17,2024,Q4,12,December,Dec,51,17,Tuesday,False,2024-12,Dec-2024
2024-12-18,2024,Q4,12,December,Dec,51,18,Wednesday,False,2024-12,Dec-2024
2024-12-19,2024,Q4,12,December,Dec,51,19,Thursday,False,2024-12,Dec-2024
2024-12-20,2024,Q4,12,December,Dec,51,20,Friday,False,2024-12,Dec-2024
2024-12-21,2024,Q4,12,December,Dec,51,21,Saturday,True,2024-12,Dec-2024
2024-12-22,2024,Q4,12,December,Dec,51,22,Sunday,True,2024-12,Dec-2024
2024-12-23,2024,Q4,12,December,Dec,52,23,Monday,False,2024-12,Dec-2024
2024-12-24,2024,Q4,12,December,Dec,52,24,Tuesday,False,2024-12,Dec-2024
2024-12-25,2024,Q4,12,December,Dec,52,25,Wednesday,False,2024-12,Dec-2024
2024-12-26,2024,Q4,12,December,Dec,52,26,Thursday,False,2024-12,Dec-2024
2024-12-27,2024,Q4,12,December,Dec,52,27,Friday,False,2024-12,Dec-2024
2024-12-28,2024,Q4,12,December,Dec,52,28,Saturday,True,2024-12,Dec-2024
2024-12-29,2024,Q4,12,December,Dec,52,29,Sunday,True,2024-12,Dec-2024
2024-12-30,2024,Q4,12,December,Dec,1,30,Monday,False,2024-12,Dec-2024
2024-12-31,2024,Q4,12,December,Dec,1,31,Tuesday,False,2024-12,Dec-2024
